t,mode,enabled,p0,p1,p2,p3,p4,p5,f_meas0,f_meas1,f_meas2,f_meas3,f_meas4,f_meas5,wrench0,wrench1,wrench2,wrench3,wrench4,wrench5
9691.1311,2,1,0.107027,-0.657568,-0.074592,2.933017,-1.094994,0.037570,2.5370,5.5744,2.5285,-0.6120,-0.2176,-0.2168,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.1911,2,1,0.107032,-0.657564,-0.074597,2.933028,-1.094996,0.037560,2.8660,5.4964,1.6285,-0.7994,-0.1675,-0.1764,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.2510,2,1,0.107027,-0.657564,-0.074605,2.933031,-1.094999,0.037533,2.7526,5.7154,2.4827,-0.7239,-0.1307,-0.2803,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.3011,2,1,0.107021,-0.657560,-0.074605,2.933039,-1.095030,0.037533,2.9929,5.2741,1.7581,-0.7318,-0.1701,-0.2050,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.3611,2,1,0.107031,-0.657567,-0.074595,2.933025,-1.095001,0.037560,2.7977,5.7439,2.1237,-0.7126,-0.1978,-0.1892,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.4211,2,1,0.107028,-0.657571,-0.074593,2.933020,-1.094995,0.037573,3.0198,5.4052,1.9233,-0.7469,-0.2132,-0.1746,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.4808,2,1,0.107019,-0.657564,-0.074596,2.933034,-1.095020,0.037553,2.7826,5.4914,1.9922,-0.6682,-0.3085,-0.2760,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.5311,2,1,0.107015,-0.657564,-0.074601,2.933028,-1.095027,0.037546,2.6063,5.3012,1.9852,-0.7082,-0.2559,-0.2329,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.5811,2,1,0.107021,-0.657567,-0.074600,2.933031,-1.095025,0.037559,2.7564,5.8019,2.2235,-0.7035,-0.2790,-0.2922,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.6411,2,1,0.107021,-0.657560,-0.074612,2.933047,-1.095022,0.037544,2.9989,4.7510,1.5068,-0.6580,-0.2475,-0.2770,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.6912,2,1,0.107030,-0.657561,-0.074600,2.933045,-1.095005,0.037553,2.7592,5.3915,1.8845,-0.7206,-0.1429,-0.2501,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.7511,2,1,0.107032,-0.657569,-0.074593,2.933026,-1.094994,0.037591,3.1314,5.7441,1.4177,-0.9371,-0.1910,-0.2534,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.8011,2,1,0.107014,-0.657565,-0.074598,2.933020,-1.095027,0.037562,2.6867,5.9624,2.5677,-0.7462,-0.2627,-0.2634,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.8609,2,1,0.107026,-0.657563,-0.074591,2.933022,-1.095027,0.037570,2.7452,5.3555,1.7637,-0.7464,-0.1854,-0.1751,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.9111,2,1,0.107024,-0.657565,-0.074594,2.933024,-1.095010,0.037584,2.7097,5.6854,2.4474,-0.6951,-0.2369,-0.2180,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9691.9710,2,1,0.107021,-0.657563,-0.074595,2.933033,-1.095015,0.037561,2.7114,5.4251,1.8554,-0.7247,-0.1624,-0.1602,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.0308,2,1,0.107018,-0.657566,-0.074597,2.933015,-1.095025,0.037546,2.6298,4.9068,1.2779,-0.7558,-0.1910,-0.1751,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.0808,2,1,0.107032,-0.657560,-0.074602,2.933038,-1.094996,0.037545,2.7370,5.4005,2.0259,-0.7352,-0.1490,-0.2054,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.1408,2,1,0.107020,-0.657565,-0.074594,2.933024,-1.095025,0.037580,3.0412,5.6526,2.4317,-0.6154,-0.2500,-0.2462,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.1910,2,1,0.107030,-0.657559,-0.074609,2.933042,-1.095019,0.037545,2.9511,5.3742,1.4747,-0.7471,-0.1619,-0.2503,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.2511,2,1,0.107026,-0.657560,-0.074601,2.933036,-1.095025,0.037549,2.7236,5.7787,2.5894,-0.7010,-0.1367,-0.1751,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.3111,2,1,0.107023,-0.657563,-0.074600,2.933027,-1.095038,0.037544,2.8745,5.8411,1.9774,-0.8159,-0.1912,-0.2809,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.3611,2,1,0.107022,-0.657566,-0.074598,2.933022,-1.095027,0.037553,2.9609,5.6173,2.5053,-0.7228,-0.1235,-0.2206,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.4210,2,1,0.107028,-0.657563,-0.074596,2.933027,-1.095005,0.037561,2.9461,4.9642,1.9938,-0.6991,-0.1780,-0.2341,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.4711,2,1,0.107036,-0.657568,-0.074591,2.933016,-1.095005,0.037581,2.7320,5.3826,1.9639,-0.6717,-0.2409,-0.2624,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.5311,2,1,0.107027,-0.657563,-0.074604,2.933034,-1.095020,0.037548,2.7277,5.4367,1.7396,-0.7387,-0.2145,-0.2342,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.5911,2,1,0.107031,-0.657564,-0.074599,2.933024,-1.095009,0.037557,2.7494,5.1374,1.8783,-0.6528,-0.2106,-0.2476,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.6511,2,1,0.107041,-0.657560,-0.074609,2.933044,-1.094981,0.037531,2.8095,5.6599,2.0662,-0.7352,-0.2247,-0.2190,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.7111,2,1,0.107040,-0.657564,-0.074602,2.933036,-1.094988,0.037563,2.9679,5.2920,1.7558,-0.7318,-0.1402,-0.1906,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.7710,2,1,0.107029,-0.657565,-0.074597,2.933024,-1.094992,0.037546,3.0889,5.2588,2.0328,-0.7769,-0.1283,-0.2664,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.8210,2,1,0.107037,-0.657562,-0.074597,2.933034,-1.094995,0.037560,2.7395,5.6568,1.4454,-0.8203,-0.2805,-0.2345,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.8710,2,1,0.107031,-0.657570,-0.074594,2.933020,-1.094987,0.037558,2.7692,4.9086,1.8369,-0.6828,-0.2420,-0.1429,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.9211,2,1,0.107027,-0.657569,-0.074593,2.933018,-1.095003,0.037551,2.3499,5.7272,2.2601,-0.7133,-0.2537,-0.2031,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9692.9810,2,1,0.107012,-0.657561,-0.074601,2.933025,-1.095056,0.037531,3.0079,6.0416,1.7153,-0.8528,-0.3057,-0.2347,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.0310,2,1,0.107019,-0.657563,-0.074605,2.933035,-1.095037,0.037553,2.8766,5.1060,1.6322,-0.6976,-0.2743,-0.1725,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.0811,2,1,0.107023,-0.657566,-0.074594,2.933019,-1.095033,0.037577,2.5257,5.9522,2.0392,-0.7977,-0.1908,-0.2806,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.1410,2,1,0.107021,-0.657560,-0.074605,2.933040,-1.095019,0.037534,2.4630,5.7754,2.5792,-0.7033,-0.2327,-0.1584,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.1911,2,1,0.107026,-0.657562,-0.074604,2.933044,-1.095013,0.037525,2.8448,5.4395,2.5801,-0.6173,-0.1398,-0.2183,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.2411,2,1,0.107028,-0.657562,-0.074601,2.933033,-1.095001,0.037541,2.8580,5.0547,1.3206,-0.7949,-0.3313,-0.2481,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.3010,2,1,0.107027,-0.657561,-0.074603,2.933037,-1.095005,0.037540,3.0781,5.5673,1.6331,-0.8205,-0.1359,-0.4166,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.3511,2,1,0.107030,-0.657563,-0.074594,2.933027,-1.094979,0.037545,2.8958,6.3023,2.0031,-0.8663,-0.2335,-0.2512,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.4011,2,1,0.107031,-0.657562,-0.074596,2.933031,-1.095005,0.037543,2.3135,5.3975,2.6958,-0.5801,-0.1431,-0.1129,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.4610,2,1,0.107025,-0.657562,-0.074605,2.933037,-1.095022,0.037541,2.8269,5.8324,2.2493,-0.7677,-0.1490,-0.3107,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.5111,2,1,0.107030,-0.657564,-0.074595,2.933026,-1.095007,0.037574,3.1979,5.7392,2.3207,-0.6742,-0.0735,-0.2655,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.5711,2,1,0.107028,-0.657566,-0.074601,2.933038,-1.094994,0.037562,3.0580,4.9818,1.8995,-0.6508,-0.1478,-0.2787,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.6310,2,1,0.107022,-0.657560,-0.074606,2.933043,-1.095013,0.037529,2.8850,5.2070,1.4610,-0.7569,-0.2586,-0.1889,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.6811,2,1,0.107029,-0.657563,-0.074599,2.933027,-1.094999,0.037539,2.8133,5.5125,1.9761,-0.7710,-0.1166,-0.2366,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.7410,2,1,0.107022,-0.657561,-0.074596,2.933029,-1.095015,0.037558,2.9825,5.0528,1.4126,-0.7153,-0.1907,-0.1744,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.7910,2,1,0.107033,-0.657558,-0.074607,2.933051,-1.094990,0.037537,2.7944,5.5009,1.9610,-0.7883,-0.1243,-0.1919,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.8511,2,1,0.107028,-0.657563,-0.074600,2.933037,-1.095001,0.037553,2.5512,6.2467,2.4757,-0.7680,-0.2098,-0.2049,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.9111,2,1,0.107021,-0.657562,-0.074604,2.933027,-1.095022,0.037556,3.1212,4.4775,1.4287,-0.7039,-0.0696,-0.2661,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9693.9710,2,1,0.107033,-0.657556,-0.074614,2.933065,-1.094997,0.037523,3.0338,5.4365,2.2048,-0.7010,-0.0378,-0.3115,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.0311,2,1,0.107028,-0.657562,-0.074602,2.933041,-1.095001,0.037544,3.1720,5.0073,1.5004,-0.7462,-0.2150,-0.2941,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.0811,2,1,0.107029,-0.657560,-0.074605,2.933041,-1.095006,0.037532,2.7127,5.3882,2.1246,-0.7059,-0.1273,-0.2501,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.1411,2,1,0.107034,-0.657562,-0.074598,2.933045,-1.094990,0.037550,2.6567,4.5851,1.9647,-0.6268,-0.1548,-0.1585,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.2008,2,1,0.107033,-0.657565,-0.074589,2.933026,-1.094992,0.037571,2.8567,5.6566,1.5743,-0.8178,-0.2185,-0.2805,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.2511,2,1,0.107034,-0.657566,-0.074593,2.933021,-1.094999,0.037577,2.8903,4.5301,2.1554,-0.4676,-0.3272,-0.1822,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.3110,2,1,0.107026,-0.657567,-0.074595,2.933012,-1.095017,0.037564,2.4799,6.5411,2.4749,-0.8560,-0.2061,-0.2515,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.3611,2,1,0.107026,-0.657564,-0.074598,2.933027,-1.095019,0.037568,2.9219,4.3605,1.2852,-0.6430,-0.2522,-0.2467,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.4211,2,1,0.107021,-0.657564,-0.074596,2.933022,-1.095013,0.037561,2.6662,4.5025,1.6110,-0.6099,-0.2160,-0.1869,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.4810,2,1,0.107027,-0.657557,-0.074603,2.933053,-1.094993,0.037542,2.3745,5.5533,2.6989,-0.5644,-0.2368,-0.2006,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.5311,2,1,0.107024,-0.657565,-0.074597,2.933025,-1.095004,0.037554,3.0209,5.0981,1.9532,-0.7493,-0.2119,-0.2046,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.5911,2,1,0.107019,-0.657567,-0.074593,2.933019,-1.095014,0.037560,2.7039,4.8671,1.3204,-0.7432,-0.2590,-0.1886,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.6510,2,1,0.107022,-0.657565,-0.074597,2.933033,-1.095003,0.037551,2.8468,5.3235,1.7677,-0.7023,-0.2050,-0.1141,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.7108,2,1,0.107034,-0.657561,-0.074599,2.933041,-1.095002,0.037560,2.7006,5.7530,2.3180,-0.6892,-0.2166,-0.1884,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.7611,2,1,0.107032,-0.657559,-0.074599,2.933051,-1.094996,0.037559,3.0787,5.1213,2.0008,-0.5930,-0.2300,-0.2761,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.8210,2,1,0.107022,-0.657559,-0.074606,2.933041,-1.095004,0.037529,2.6015,5.6372,2.0489,-0.7433,-0.1907,-0.2347,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.8711,2,1,0.107026,-0.657560,-0.074606,2.933044,-1.095018,0.037539,2.9397,4.8340,2.1913,-0.5948,-0.1167,-0.2782,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.9312,2,1,0.107026,-0.657560,-0.074604,2.933044,-1.095007,0.037551,2.6893,5.9816,2.1940,-0.7256,-0.1580,-0.2051,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9694.9813,2,1,0.107031,-0.657562,-0.074603,2.933048,-1.094998,0.037563,3.0053,4.8910,1.6900,-0.6754,-0.1501,-0.2342,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.0411,2,1,0.107031,-0.657557,-0.074605,2.933055,-1.094985,0.037542,2.6107,5.8381,2.3500,-0.7079,-0.2172,-0.2934,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.1010,2,1,0.107025,-0.657561,-0.074602,2.933031,-1.095008,0.037552,2.8864,5.1846,2.0274,-0.6315,-0.1516,-0.2184,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.1610,2,1,0.107032,-0.657554,-0.074613,2.933063,-1.094994,0.037518,2.6944,5.0872,1.6682,-0.7613,-0.2085,-0.1749,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.2110,2,1,0.107024,-0.657558,-0.074609,2.933044,-1.095017,0.037530,2.4815,5.8157,2.1163,-0.7976,-0.2471,-0.1749,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.2611,2,1,0.107023,-0.657564,-0.074595,2.933013,-1.095008,0.037550,2.8774,5.9841,2.2147,-0.7874,-0.1574,-0.2362,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.3208,2,1,0.107025,-0.657562,-0.074601,2.933027,-1.095010,0.037537,2.9073,4.7748,1.4682,-0.7422,-0.2694,-0.1884,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.3711,2,1,0.107034,-0.657564,-0.074598,2.933027,-1.094984,0.037564,2.8193,5.7068,2.3619,-0.6512,-0.2720,-0.2614,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.4211,2,1,0.107033,-0.657568,-0.074589,2.933023,-1.094976,0.037568,2.8955,4.2618,1.7710,-0.5923,-0.1443,-0.1879,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.4810,2,1,0.107032,-0.657568,-0.074598,2.933025,-1.094997,0.037569,2.8669,6.1948,2.2897,-0.7908,-0.1192,-0.2519,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.5311,2,1,0.107030,-0.657569,-0.074599,2.933011,-1.095013,0.037555,2.7849,5.2274,1.8395,-0.7646,-0.1631,-0.2805,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.5909,2,1,0.107035,-0.657568,-0.074598,2.933029,-1.094972,0.037560,2.7445,5.6210,2.3277,-0.6587,-0.2066,-0.2029,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.6410,2,1,0.107020,-0.657561,-0.074599,2.933028,-1.095024,0.037541,2.7525,5.1560,1.7772,-0.6989,-0.1767,-0.1893,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.7009,2,1,0.107017,-0.657558,-0.074601,2.933033,-1.095022,0.037530,2.8874,6.2348,2.3705,-0.8194,-0.1239,-0.2075,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.7511,2,1,0.107019,-0.657564,-0.074599,2.933018,-1.095024,0.037536,2.7102,5.5450,1.8153,-0.7047,-0.1682,-0.2344,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.8111,2,1,0.107024,-0.657562,-0.074602,2.933024,-1.095015,0.037532,2.8419,5.6014,2.2260,-0.7028,-0.2589,-0.2028,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.8708,2,1,0.107027,-0.657569,-0.074596,2.933017,-1.095011,0.037549,2.7956,5.7866,2.0981,-0.8132,-0.1364,-0.1922,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.9208,2,1,0.107024,-0.657567,-0.074598,2.933029,-1.095013,0.037553,2.7275,5.6156,1.8702,-0.7952,-0.1778,-0.1911,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9695.9711,2,1,0.107020,-0.657564,-0.074597,2.933021,-1.095028,0.037564,2.9529,5.5032,2.1019,-0.7068,-0.2511,-0.2030,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.0211,2,1,0.107024,-0.657564,-0.074600,2.933034,-1.095021,0.037552,2.7545,5.5782,1.8410,-0.7722,-0.2161,-0.2049,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.0810,2,1,0.107026,-0.657563,-0.074595,2.933033,-1.095022,0.037570,3.0588,5.5723,2.0902,-0.7279,-0.1961,-0.2493,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.1310,2,1,0.107022,-0.657565,-0.074601,2.933025,-1.095020,0.037547,2.6592,4.9870,2.2541,-0.6312,-0.1083,-0.2341,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.1910,2,1,0.107020,-0.657565,-0.074596,2.933016,-1.095030,0.037564,2.7895,5.3625,1.7958,-0.7916,-0.1811,-0.2358,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.2411,2,1,0.107028,-0.657563,-0.074599,2.933036,-1.095011,0.037563,2.8643,5.0266,1.9206,-0.6716,-0.1443,-0.2492,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.3011,2,1,0.107033,-0.657561,-0.074599,2.933040,-1.094990,0.037558,2.7489,5.3142,1.9099,-0.6919,-0.1839,-0.2040,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.3610,2,1,0.107025,-0.657564,-0.074598,2.933031,-1.094998,0.037556,2.6460,5.2256,1.7352,-0.7093,-0.2063,-0.1889,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.4111,2,1,0.107028,-0.657562,-0.074598,2.933038,-1.094995,0.037534,2.7370,5.6648,2.1095,-0.6396,-0.2620,-0.1717,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.4612,2,1,0.107031,-0.657565,-0.074598,2.933035,-1.094995,0.037540,2.7573,5.7170,1.9377,-0.8608,-0.2095,-0.2216,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.5210,2,1,0.107024,-0.657569,-0.074595,2.933010,-1.095003,0.037570,2.7403,4.9493,1.6629,-0.7317,-0.2140,-0.1593,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.5711,2,1,0.107015,-0.657564,-0.074605,2.933025,-1.095011,0.037539,2.9790,4.7803,1.3596,-0.7403,-0.1807,-0.2050,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.6211,2,1,0.107022,-0.657566,-0.074602,2.933032,-1.095007,0.037548,2.8532,5.4152,2.5958,-0.6337,-0.1124,-0.1594,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.6811,2,1,0.107021,-0.657565,-0.074601,2.933031,-1.095009,0.037545,2.6881,5.2546,1.9836,-0.6534,-0.2268,-0.1576,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.7311,2,1,0.107022,-0.657562,-0.074600,2.933038,-1.095017,0.037549,2.8594,5.0444,1.9283,-0.6760,-0.1623,-0.2788,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.7910,2,1,0.107020,-0.657562,-0.074600,2.933033,-1.095027,0.037555,2.4527,6.3950,2.6986,-0.6909,-0.2988,-0.1869,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.8511,2,1,0.107011,-0.657565,-0.074604,2.933030,-1.095046,0.037546,2.8625,5.5390,1.5593,-0.8923,-0.1512,-0.1785,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.9011,2,1,0.107024,-0.657569,-0.074589,2.933011,-1.095012,0.037576,2.8212,5.8569,2.4170,-0.7445,-0.1879,-0.3096,0.0000,0.0000,-2.0000,0.0000,0.0000,0.0000
9696.9611,2,1,0.107026,-0.657567,-0.074593,2.933023,-1.095013,0.037578,2.9682,5.5663,1.9518,-0.7785,-0.1460,-0.2512,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.0111,2,1,0.107021,-0.657567,-0.074597,2.933022,-1.095024,0.037565,2.9637,5.4560,2.0925,-0.7911,-0.2180,-0.2052,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.0710,2,1,0.107024,-0.657567,-0.074598,2.933022,-1.095015,0.037557,2.6983,5.9031,2.3755,-0.7313,-0.2264,-0.2338,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.1210,2,1,0.107029,-0.657564,-0.074601,2.933038,-1.094990,0.037553,3.0369,4.9953,2.0922,-0.6230,-0.1061,-0.2041,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.1711,2,1,0.107022,-0.657565,-0.074601,2.933029,-1.095024,0.037551,2.8519,4.8242,2.0976,-0.5926,-0.1878,-0.1572,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.2310,2,1,0.107028,-0.657566,-0.074599,2.933029,-1.095001,0.037580,2.6907,5.9648,2.7756,-0.7191,-0.1244,-0.2355,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.2811,2,1,0.107032,-0.657563,-0.074600,2.933033,-1.095001,0.037569,2.5012,5.6710,1.9451,-0.7399,-0.2005,-0.2345,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.3409,2,1,0.107030,-0.657568,-0.074593,2.933028,-1.094995,0.037565,2.7512,5.4050,2.6030,-0.5768,-0.1400,-0.2774,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.4008,2,1,0.107022,-0.657563,-0.074605,2.933033,-1.095020,0.037550,2.9734,5.4879,2.2841,-0.6396,-0.2741,-0.2462,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.4508,2,1,0.107023,-0.657562,-0.074607,2.933030,-1.095008,0.037540,2.8011,5.1135,2.3262,-0.5802,-0.2412,-0.1859,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.5011,2,1,0.107027,-0.657565,-0.074596,2.933033,-1.094991,0.037555,2.8973,5.7211,2.8422,-0.6216,-0.1210,-0.1590,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.5611,2,1,0.107021,-0.657562,-0.074604,2.933030,-1.095016,0.037546,2.5092,5.6216,2.2324,-0.7977,-0.2064,-0.2653,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.6111,2,1,0.107021,-0.657561,-0.074606,2.933049,-1.095007,0.037545,2.4221,5.7043,2.5004,-0.6095,-0.2093,-0.2169,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.6710,2,1,0.107025,-0.657566,-0.074601,2.933030,-1.095005,0.037555,2.8733,6.2677,2.5185,-0.7233,-0.2816,-0.2327,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.7211,2,1,0.107029,-0.657561,-0.074604,2.933044,-1.094991,0.037543,3.0355,5.3169,1.9213,-0.7034,-0.0574,-0.2065,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.7711,2,1,0.107024,-0.657558,-0.074602,2.933055,-1.095006,0.037544,3.0063,6.0468,2.9092,-0.6511,-0.0587,-0.2653,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.8311,2,1,0.107028,-0.657560,-0.074599,2.933038,-1.095015,0.037560,2.7215,5.9367,2.8941,-0.6340,-0.1057,-0.1595,0.0000,0.0000,-2.5000,0.0000,0.0000,0.0000
9697.8910,2,1,0.107026,-0.657556,-0.074608,2.933051,-1.095010,0.037512,2.7819,5.0956,2.5535,-0.5588,-0.2671,-0.1401,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9697.9411,2,1,0.107029,-0.657558,-0.074601,2.933037,-1.094994,0.037542,2.4875,5.5842,2.3893,-0.6771,-0.2471,-0.2474,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9697.9911,2,1,0.107022,-0.657560,-0.074603,2.933036,-1.095027,0.037550,2.8786,5.8504,2.4204,-0.6694,-0.1503,-0.1294,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9698.0511,2,1,0.107020,-0.657564,-0.074601,2.933023,-1.095024,0.037533,2.8230,5.7113,2.7525,-0.5911,-0.1845,-0.2021,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9698.1110,2,1,0.107036,-0.657561,-0.074603,2.933040,-1.094981,0.037540,2.9284,5.5296,2.5277,-0.6519,-0.0896,-0.1900,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9698.1611,2,1,0.107024,-0.657565,-0.074602,2.933034,-1.095021,0.037553,3.0091,5.8755,2.9200,-0.5724,-0.0536,-0.2490,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
9698.2111,2,1,0.107024,-0.657569,-0.074595,2.933007,-1.095035,0.037565,2.9739,6.1111,2.8646,-0.6636,-0.0951,-0.2200,0.0000,0.0000,-3.0000,0.0000,0.0000,0.0000
