t,mode,enabled,p0,p1,p2,p3,p4,p5,f_meas0,f_meas1,f_meas2,f_meas3,f_meas4,f_meas5,wrench0,wrench1,wrench2,wrench3,wrench4,wrench5
9705.4208,2,1,0.107025,-0.657559,-0.074640,2.933053,-1.095009,0.037518,3.1567,3.6865,0.7727,-0.7730,-0.2814,-0.1738,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.4710,2,1,0.107021,-0.657561,-0.074635,2.933039,-1.095026,0.037514,3.0730,2.6060,-0.3523,-0.7400,-0.2802,-0.1583,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.5210,2,1,0.107034,-0.657561,-0.074640,2.933049,-1.094997,0.037515,2.9237,3.3969,-0.1157,-0.9160,-0.3734,-0.1449,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.5810,2,1,0.107025,-0.657560,-0.074635,2.933050,-1.095017,0.037540,3.0896,3.9630,0.2249,-0.8705,-0.2973,-0.1903,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.6311,2,1,0.107016,-0.657560,-0.074639,2.933046,-1.095043,0.037530,3.1360,3.7877,0.0578,-0.8600,-0.2195,-0.3261,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.6811,2,1,0.107023,-0.657557,-0.074646,2.933055,-1.095034,0.037524,3.0832,3.8795,-0.2470,-0.9524,-0.2832,-0.1771,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.7411,2,1,0.107023,-0.657563,-0.074640,2.933045,-1.095036,0.037548,3.0851,4.2994,-0.0766,-0.9641,-0.2850,-0.1923,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.8011,2,1,0.107034,-0.657560,-0.074642,2.933059,-1.094998,0.037538,2.7583,3.9583,-0.3407,-0.9860,-0.3493,-0.2513,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.8511,2,1,0.107038,-0.657559,-0.074637,2.933049,-1.095008,0.037546,2.9328,3.7517,0.2807,-0.7895,-0.2341,-0.2199,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.9111,2,1,0.107032,-0.657559,-0.074638,2.933053,-1.095020,0.037540,3.2211,3.4262,-0.5581,-0.9109,-0.2584,-0.2815,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9705.9711,2,1,0.107031,-0.657568,-0.074631,2.933031,-1.095010,0.037560,2.9117,3.4482,0.0936,-0.7978,-0.2685,-0.2044,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9706.0311,2,1,0.107032,-0.657562,-0.074638,2.933053,-1.094994,0.037547,3.0354,3.7110,0.3853,-0.8332,-0.2227,-0.2209,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
9706.0910,2,1,0.107024,-0.657559,-0.074642,2.933042,-1.095036,0.037549,3.1885,4.2226,0.0908,-0.8773,-0.3243,-0.1899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.1410,2,1,0.107019,-0.657558,-0.074646,2.933052,-1.095029,0.037515,3.2426,4.0190,0.0993,-0.9211,-0.2491,-0.2968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.1911,2,1,0.107029,-0.657564,-0.074632,2.933033,-1.095008,0.037533,2.9783,3.4733,0.0915,-0.7825,-0.2225,-0.2199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.2511,2,1,0.107030,-0.657564,-0.074629,2.933037,-1.095008,0.037556,3.0604,3.2875,-0.6614,-0.9787,-0.2589,-0.2230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.3011,2,1,0.107028,-0.657561,-0.074636,2.933051,-1.095000,0.037538,3.1145,3.7718,0.9536,-0.6796,-0.2666,-0.2172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.3611,2,1,0.107019,-0.657561,-0.074640,2.933047,-1.095012,0.037523,2.7173,3.5013,-0.2668,-0.9041,-0.2644,-0.2065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.4211,2,1,0.107019,-0.657557,-0.074645,2.933059,-1.095022,0.037515,3.4654,4.0589,-0.0485,-0.8337,-0.5218,-0.2304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.4811,2,1,0.107031,-0.657560,-0.074640,2.933051,-1.095007,0.037541,3.0622,4.1350,0.1246,-0.9430,-0.2879,-0.2218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.5410,2,1,0.107028,-0.657566,-0.074626,2.933022,-1.095023,0.037562,3.0786,3.4562,-0.2059,-0.8691,-0.2571,-0.1910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.5910,2,1,0.107025,-0.657560,-0.074632,2.933043,-1.095014,0.037546,3.1471,3.5938,0.1517,-0.8163,-0.2721,-0.2197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.6511,2,1,0.107013,-0.657556,-0.074639,2.933053,-1.095031,0.037518,2.9836,4.0189,0.4225,-0.8415,-0.3609,-0.1886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.7111,2,1,0.107020,-0.657562,-0.074632,2.933042,-1.095036,0.037555,3.3849,3.7327,-0.3885,-0.8965,-0.2982,-0.2357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.7710,2,1,0.107021,-0.657557,-0.074645,2.933054,-1.095038,0.037519,3.2158,2.9781,0.2178,-0.6524,-0.4226,-0.1989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.8211,2,1,0.107023,-0.657559,-0.074637,2.933032,-1.095028,0.037525,3.0265,3.7439,0.1578,-0.8183,-0.2817,-0.2494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.8811,2,1,0.107035,-0.657559,-0.074636,2.933047,-1.094982,0.037530,2.9963,3.6955,0.0518,-0.8144,-0.1880,-0.1314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9706.9411,2,1,0.107031,-0.657565,-0.074630,2.933025,-1.095009,0.037547,3.0026,4.0943,0.3854,-0.9667,-0.1146,-0.2403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9707.0011,2,1,0.107029,-0.657562,-0.074633,2.933052,-1.095006,0.037554,3.0684,4.1336,0.0484,-0.9008,-0.2226,-0.1325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9707.0511,2,1,0.107031,-0.657563,-0.074639,2.933041,-1.095007,0.037529,3.0261,3.7756,-0.1514,-0.9401,-0.2913,-0.2216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9707.1110,2,1,0.107034,-0.657559,-0.074639,2.933057,-1.094997,0.037528,2.7002,4.1775,0.2645,-0.9400,-0.2976,-0.2365,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000
9707.1708,2,1,0.107023,-0.657558,-0.074643,2.933060,-1.095026,0.037514,3.1924,3.0344,-1.2476,-0.9355,-0.3505,-0.2205,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000
9707.2211,2,1,0.107024,-0.657561,-0.074643,2.933048,-1.095011,0.037519,3.0005,4.4962,0.8337,-0.8443,-0.2917,-0.2198,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000
9707.2811,2,1,0.107017,-0.657562,-0.074643,2.933037,-1.095032,0.037534,3.2453,3.5522,-0.5394,-0.8791,-0.3811,-0.2488,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
9707.3410,2,1,0.107020,-0.657555,-0.074650,2.933069,-1.095018,0.037519,2.8959,4.4183,-0.0683,-1.0407,-0.3795,-0.2668,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
9707.3911,2,1,0.107022,-0.657563,-0.074640,2.933048,-1.095023,0.037538,3.1697,3.9276,-0.7550,-1.0218,-0.2965,-0.2081,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
9707.4510,2,1,0.107032,-0.657563,-0.074639,2.933062,-1.094999,0.037538,3.0935,3.6750,-0.7182,-1.0217,-0.3004,-0.1931,0.0000,0.0000,1.5000,0.0000,0.0000,0.0000
9707.5010,2,1,0.107026,-0.657563,-0.074637,2.933050,-1.094998,0.037533,3.0643,4.2512,-0.5001,-0.9924,-0.3366,-0.2667,0.0000,0.0000,1.5000,0.0000,0.0000,0.0000
9707.5511,2,1,0.107020,-0.657557,-0.074645,2.933046,-1.095042,0.037534,2.9262,3.5697,-0.9984,-1.0992,-0.2888,-0.1649,0.0000,0.0000,1.5000,0.0000,0.0000,0.0000
9707.6110,2,1,0.107027,-0.657562,-0.074636,2.933039,-1.095022,0.037536,2.8624,4.9479,0.1189,-1.0339,-0.2950,-0.2084,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000
9707.6611,2,1,0.107018,-0.657563,-0.074635,2.933045,-1.095039,0.037543,2.9865,3.8372,-1.1561,-1.1075,-0.4677,-0.3262,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000
9707.7111,2,1,0.107031,-0.657558,-0.074637,2.933066,-1.095009,0.037528,3.2312,3.8516,-0.8355,-1.0757,-0.2796,-0.2095,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000
9707.7710,2,1,0.107026,-0.657556,-0.074638,2.933065,-1.094987,0.037514,3.2200,3.7393,-1.0882,-1.1073,-0.3649,-0.2832,0.0000,0.0000,2.5000,0.0000,0.0000,0.0000
9707.8210,2,1,0.107031,-0.657553,-0.074641,2.933070,-1.094988,0.037512,3.1945,2.8913,-1.6291,-1.0633,-0.3570,-0.2377,0.0000,0.0000,2.5000,0.0000,0.0000,0.0000
9707.8710,2,1,0.107014,-0.657554,-0.074647,2.933063,-1.095035,0.037496,3.1627,2.6884,-2.0233,-1.1452,-0.3791,-0.1640,0.0000,0.0000,2.5000,0.0000,0.0000,0.0000
9707.9211,2,1,0.107016,-0.657561,-0.074635,2.933041,-1.095031,0.037509,3.5065,3.0333,-1.8735,-1.1967,-0.3261,-0.2407,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000
9707.9811,2,1,0.107026,-0.657561,-0.074633,2.933048,-1.095011,0.037518,3.1911,3.1053,-2.2805,-1.2335,-0.3443,-0.1963,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000
9708.0408,2,1,0.107025,-0.657554,-0.074646,2.933075,-1.095001,0.037496,3.0756,2.9262,-1.9422,-1.1657,-0.3874,-0.1942,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000
9708.1008,2,1,0.107022,-0.657560,-0.074638,2.933073,-1.095010,0.037509,3.2012,2.7020,-1.9354,-1.0938,-0.3756,-0.2529,0.0000,0.0000,3.5000,0.0000,0.0000,0.0000
9708.1511,2,1,0.107027,-0.657557,-0.074640,2.933072,-1.095009,0.037520,3.0933,2.7994,-1.9997,-1.2073,-0.4093,-0.2544,0.0000,0.0000,3.5000,0.0000,0.0000,0.0000
9708.2111,2,1,0.107023,-0.657553,-0.074641,2.933070,-1.095013,0.037491,3.3462,2.5776,-2.8794,-1.2521,-0.3857,-0.2108,0.0000,0.0000,3.5000,0.0000,0.0000,0.0000
9708.2711,2,1,0.107026,-0.657559,-0.074630,2.933063,-1.095001,0.037527,3.3524,2.7878,-2.1124,-1.1280,-0.3828,-0.2683,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000
9708.3310,2,1,0.107030,-0.657562,-0.074626,2.933062,-1.094992,0.037536,3.5240,2.7510,-2.9287,-1.2396,-0.4493,-0.2842,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000
9708.3811,2,1,0.107026,-0.657559,-0.074635,2.933066,-1.095015,0.037508,3.1140,2.2411,-2.8720,-1.1858,-0.4529,-0.2083,0.0000,0.0000,4.5000,0.0000,0.0000,0.0000
9708.4410,2,1,0.107023,-0.657548,-0.074649,2.933101,-1.095014,0.037479,3.4254,1.6640,-3.6422,-1.2217,-0.4699,-0.1340,0.0000,0.0000,4.5000,0.0000,0.0000,0.0000
9708.4911,2,1,0.107018,-0.657556,-0.074636,2.933066,-1.095025,0.037483,3.4555,2.9575,-3.1313,-1.4119,-0.3668,-0.1991,0.0000,0.0000,4.5000,0.0000,0.0000,0.0000
9708.5510,2,1,0.107026,-0.657556,-0.074635,2.933078,-1.095012,0.037499,3.5149,2.7029,-3.4454,-1.4401,-0.4470,-0.2730,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000
9708.6010,2,1,0.107027,-0.657551,-0.074638,2.933090,-1.095017,0.037485,3.2387,1.9092,-3.5316,-1.2633,-0.4832,-0.1926,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000
9708.6511,2,1,0.107026,-0.657561,-0.074631,2.933067,-1.094998,0.037516,3.4820,1.7353,-4.1096,-1.4257,-0.5485,-0.2410,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000
9708.7110,2,1,0.107019,-0.657553,-0.074641,2.933090,-1.095011,0.037502,3.7290,1.3739,-4.0338,-1.3421,-0.4285,-0.2716,0.0000,0.0000,5.5000,0.0000,0.0000,0.0000
9708.7611,2,1,0.107022,-0.657552,-0.074640,2.933101,-1.095003,0.037484,3.4101,1.3088,-4.0606,-1.3161,-0.4284,-0.2411,0.0000,0.0000,5.5000,0.0000,0.0000,0.0000
9708.8112,2,1,0.107022,-0.657555,-0.074635,2.933084,-1.095018,0.037497,3.5588,2.0308,-4.2459,-1.5281,-0.5006,-0.1990,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9708.8710,2,1,0.107025,-0.657553,-0.074639,2.933084,-1.095029,0.037487,3.5878,1.3798,-4.6619,-1.4402,-0.5117,-0.2104,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9708.9311,2,1,0.107025,-0.657558,-0.074634,2.933065,-1.095038,0.037487,3.5099,1.0125,-4.9628,-1.4141,-0.4924,-0.1820,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9708.9910,2,1,0.107023,-0.657558,-0.074631,2.933065,-1.095027,0.037500,3.5232,1.4979,-4.1153,-1.4094,-0.4392,-0.2426,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9709.0511,2,1,0.107017,-0.657550,-0.074637,2.933080,-1.095024,0.037479,3.5739,0.5851,-5.2159,-1.3404,-0.5577,-0.2093,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9709.1111,2,1,0.107016,-0.657551,-0.074640,2.933084,-1.095037,0.037471,3.2783,0.3636,-5.6277,-1.4543,-0.7237,-0.2084,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9709.1711,2,1,0.107013,-0.657551,-0.074634,2.933084,-1.095024,0.037484,3.7212,0.7011,-4.8383,-1.4445,-0.4772,-0.2875,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9709.2310,2,1,0.107016,-0.657560,-0.074624,2.933058,-1.095029,0.037498,3.6645,0.1939,-5.9204,-1.5320,-0.6634,-0.1960,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9709.2811,2,1,0.107019,-0.657554,-0.074630,2.933074,-1.095031,0.037479,3.5234,1.2192,-4.9758,-1.5298,-0.5552,-0.2129,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9709.3411,2,1,0.107015,-0.657556,-0.074634,2.933073,-1.095050,0.037481,3.8271,0.3177,-5.8688,-1.4361,-0.5436,-0.3161,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000
9709.4011,2,1,0.107025,-0.657559,-0.074630,2.933066,-1.095025,0.037497,3.4393,0.5621,-5.0629,-1.4275,-0.5890,-0.1805,0.0000,0.0000,6.5000,0.0000,0.0000,0.0000
9709.4610,2,1,0.107030,-0.657559,-0.074632,2.933075,-1.095019,0.037503,3.7055,0.0915,-6.3518,-1.5431,-0.5573,-0.2430,0.0000,0.0000,6.5000,0.0000,0.0000,0.0000
9709.5111,2,1,0.107028,-0.657557,-0.074637,2.933087,-1.095028,0.037495,3.6896,0.9037,-5.2132,-1.4730,-0.5770,-0.2264,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000
9709.5711,2,1,0.107019,-0.657552,-0.074639,2.933081,-1.095046,0.037468,3.6391,0.6119,-5.6351,-1.5364,-0.5890,-0.3170,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000
9709.6311,2,1,0.107014,-0.657550,-0.074647,2.933100,-1.095044,0.037461,3.5866,0.2477,-6.1455,-1.5358,-0.5773,-0.2126,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000
9709.6910,2,1,0.107014,-0.657551,-0.074645,2.933095,-1.095047,0.037468,3.7570,0.5421,-6.1289,-1.6548,-0.5218,-0.2010,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000
9709.7411,2,1,0.107019,-0.657550,-0.074642,2.933099,-1.095028,0.037474,3.7414,0.5759,-5.8750,-1.5415,-0.5822,-0.2874,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000
9709.8011,2,1,0.107018,-0.657557,-0.074638,2.933091,-1.095025,0.037475,3.6757,-0.4148,-7.4203,-1.7102,-0.6103,-0.2003,0.0000,0.0000,7.5000,0.0000,0.0000,0.0000
9709.8610,2,1,0.107026,-0.657551,-0.074634,2.933096,-1.095018,0.037470,3.5642,0.0780,-6.4507,-1.5186,-0.6634,-0.2107,0.0000,0.0000,8.0000,0.0000,0.0000,0.0000
9709.9110,2,1,0.107028,-0.657550,-0.074637,2.933095,-1.095009,0.037471,3.7252,-0.6913,-7.6289,-1.6809,-0.6687,-0.0791,0.0000,0.0000,8.0000,0.0000,0.0000,0.0000
9709.9611,2,1,0.107022,-0.657554,-0.074635,2.933077,-1.095028,0.037472,3.8490,-0.0594,-6.5819,-1.5590,-0.5705,-0.2281,0.0000,0.0000,8.5000,0.0000,0.0000,0.0000
9710.0210,2,1,0.107020,-0.657551,-0.074640,2.933096,-1.095025,0.037473,3.9893,-0.0255,-7.4765,-1.7131,-0.6379,-0.1999,0.0000,0.0000,8.5000,0.0000,0.0000,0.0000
9710.0711,2,1,0.107021,-0.657553,-0.074634,2.933093,-1.095036,0.037487,3.7623,0.1962,-7.2243,-1.7823,-0.6656,-0.2605,0.0000,0.0000,8.5000,0.0000,0.0000,0.0000
9710.1310,2,1,0.107020,-0.657552,-0.074637,2.933102,-1.095015,0.037456,3.9632,-0.2729,-7.4026,-1.8014,-0.6008,-0.1872,0.0000,0.0000,9.0000,0.0000,0.0000,0.0000
9710.1910,2,1,0.107030,-0.657552,-0.074638,2.933101,-1.095012,0.037476,3.7291,-0.7772,-7.6762,-1.6547,-0.6994,-0.2276,0.0000,0.0000,9.0000,0.0000,0.0000,0.0000
9710.2411,2,1,0.107029,-0.657552,-0.074635,2.933109,-1.094995,0.037480,3.6620,-0.4632,-7.5677,-1.7494,-0.6748,-0.1551,0.0000,0.0000,9.0000,0.0000,0.0000,0.0000
9710.3011,2,1,0.107019,-0.657555,-0.074631,2.933086,-1.095030,0.037475,3.8366,-1.2652,-8.2989,-1.7962,-0.6465,-0.2461,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.3611,2,1,0.107023,-0.657553,-0.074634,2.933092,-1.095041,0.037462,3.7254,-1.0046,-8.6345,-1.8555,-0.6703,-0.2319,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.4210,2,1,0.107019,-0.657556,-0.074629,2.933083,-1.095047,0.037470,4.1197,-1.5695,-8.6793,-1.7972,-0.6740,-0.2755,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.4711,2,1,0.107017,-0.657556,-0.074626,2.933074,-1.095060,0.037469,3.5927,-1.2105,-8.3489,-1.8629,-0.7420,-0.2157,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.5310,2,1,0.107025,-0.657558,-0.074632,2.933077,-1.095020,0.037468,3.9657,-1.4810,-9.1426,-1.8125,-0.7418,-0.2148,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.5910,2,1,0.107014,-0.657560,-0.074628,2.933059,-1.095052,0.037468,3.8378,-1.1508,-8.8262,-1.8418,-0.8621,-0.2281,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.6411,2,1,0.107019,-0.657552,-0.074635,2.933096,-1.095015,0.037458,3.6449,-0.6587,-8.8299,-1.9488,-0.8244,-0.2159,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.7008,2,1,0.107018,-0.657550,-0.074634,2.933094,-1.095038,0.037464,3.6801,-2.3357,-9.4438,-1.8454,-0.8382,-0.1838,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.7608,2,1,0.107027,-0.657550,-0.074637,2.933106,-1.095039,0.037467,4.0439,-1.9521,-9.1353,-1.7808,-0.6614,-0.2157,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.8110,2,1,0.107017,-0.657549,-0.074641,2.933103,-1.095061,0.037452,4.2941,-1.9320,-9.0531,-1.8280,-0.7105,-0.3203,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.8611,2,1,0.107020,-0.657551,-0.074639,2.933105,-1.095066,0.037456,3.6691,-1.2492,-8.4999,-1.8306,-0.7706,-0.1996,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.9111,2,1,0.107018,-0.657550,-0.074641,2.933118,-1.095036,0.037436,3.8113,-1.2870,-9.1536,-1.8427,-0.8568,-0.2581,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9710.9710,2,1,0.107023,-0.657553,-0.074633,2.933103,-1.095041,0.037456,4.1222,-2.4640,-9.2767,-1.7722,-0.7651,-0.2435,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.0210,2,1,0.107023,-0.657554,-0.074635,2.933095,-1.095036,0.037473,3.9686,-1.6144,-8.7062,-1.8104,-0.6627,-0.1714,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.0811,2,1,0.107014,-0.657549,-0.074644,2.933113,-1.095050,0.037445,4.0725,-1.2718,-8.8819,-1.8406,-0.8062,-0.2142,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.1311,2,1,0.107022,-0.657550,-0.074640,2.933109,-1.095030,0.037468,4.1742,-2.1572,-9.8995,-1.9298,-0.7218,-0.2174,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.1911,2,1,0.107021,-0.657552,-0.074631,2.933097,-1.095042,0.037476,3.8380,-1.7522,-8.7557,-1.7675,-0.8465,-0.2569,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.2411,2,1,0.107026,-0.657549,-0.074632,2.933100,-1.095034,0.037457,3.8970,-2.9517,-9.0540,-1.6796,-0.6842,-0.1984,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.3010,2,1,0.107025,-0.657553,-0.074631,2.933105,-1.095014,0.037458,4.1684,-2.4418,-9.3260,-1.8068,-0.7072,-0.2453,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.3611,2,1,0.107028,-0.657554,-0.074622,2.933099,-1.095001,0.037474,4.0968,-2.1430,-9.4862,-1.9067,-0.7548,-0.2612,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.4211,2,1,0.107032,-0.657554,-0.074626,2.933095,-1.095019,0.037478,3.8416,-3.2084,-9.5683,-1.6751,-0.7807,-0.1966,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.4811,2,1,0.107021,-0.657555,-0.074631,2.933103,-1.095018,0.037467,4.1554,-2.0627,-9.4746,-1.8395,-0.7511,-0.2152,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.5411,2,1,0.107023,-0.657552,-0.074634,2.933105,-1.095031,0.037459,3.8139,-1.6972,-9.2696,-1.8986,-0.7658,-0.2160,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.5911,2,1,0.107023,-0.657554,-0.074631,2.933092,-1.095038,0.037465,4.0076,-1.7405,-9.1057,-1.8374,-0.7230,-0.2456,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.6411,2,1,0.107029,-0.657554,-0.074630,2.933101,-1.095022,0.037469,4.1041,-2.2045,-9.3387,-1.8028,-0.6887,-0.2904,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.6911,2,1,0.107023,-0.657562,-0.074622,2.933079,-1.095021,0.037475,4.1041,-2.1972,-9.4654,-1.8199,-0.7096,-0.2604,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.7511,2,1,0.107021,-0.657554,-0.074632,2.933086,-1.095035,0.037450,4.0381,-2.3842,-9.2639,-1.7648,-0.6750,-0.2899,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.8011,2,1,0.107025,-0.657549,-0.074635,2.933107,-1.095030,0.037447,4.0649,-2.2785,-9.7714,-1.8826,-0.8532,-0.3188,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.8611,2,1,0.107028,-0.657557,-0.074626,2.933092,-1.095031,0.037491,3.9238,-2.3953,-9.1404,-1.7911,-0.7922,-0.2135,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.9111,2,1,0.107019,-0.657555,-0.074626,2.933085,-1.095042,0.037472,3.9731,-2.2900,-9.8583,-1.8313,-0.8304,-0.2882,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9711.9710,2,1,0.107021,-0.657551,-0.074631,2.933093,-1.095022,0.037450,4.0358,-1.9432,-9.2188,-1.8294,-0.8217,-0.2734,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.0211,2,1,0.107023,-0.657549,-0.074631,2.933116,-1.095018,0.037457,3.7587,-2.2320,-8.6299,-1.7552,-0.5860,-0.2465,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.0809,2,1,0.107017,-0.657554,-0.074630,2.933097,-1.095039,0.037457,3.9806,-2.4539,-9.8951,-1.8837,-0.8221,-0.2446,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.1310,2,1,0.107022,-0.657553,-0.074630,2.933097,-1.095035,0.037473,4.0979,-2.1442,-9.3863,-1.8148,-0.7525,-0.1997,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.1811,2,1,0.107026,-0.657549,-0.074635,2.933105,-1.095026,0.037468,4.3212,-2.1940,-9.6645,-1.8978,-0.7725,-0.1860,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.2410,2,1,0.107024,-0.657552,-0.074638,2.933102,-1.095023,0.037465,4.2375,-2.1680,-9.4428,-1.8259,-0.7274,-0.3200,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.2911,2,1,0.107020,-0.657552,-0.074634,2.933102,-1.095033,0.037466,4.2558,-2.5290,-9.7457,-1.8386,-0.7427,-0.2003,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.3510,2,1,0.107018,-0.657549,-0.074638,2.933105,-1.095053,0.037453,4.0103,-2.0821,-9.3725,-1.7691,-0.8567,-0.2418,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.4011,2,1,0.107017,-0.657554,-0.074632,2.933090,-1.095045,0.037445,3.9221,-2.2256,-9.5608,-1.8423,-0.8502,-0.1685,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.4610,2,1,0.107016,-0.657555,-0.074630,2.933089,-1.095063,0.037480,4.1155,-1.8022,-8.9813,-1.8482,-0.6676,-0.2169,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.5111,2,1,0.107031,-0.657554,-0.074629,2.933099,-1.095022,0.037483,3.7447,-1.7085,-8.9931,-1.8583,-0.7130,-0.2312,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
9712.5611,2,1,0.107024,-0.657552,-0.074634,2.933098,-1.095019,0.037454,4.2329,-2.6877,-9.2410,-1.7402,-0.7011,-0.1992,0.0000,0.0000,9.5000,0.0000,0.0000,0.0000
